,height,weight,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
10725,75,200,106,74,31.0,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.44,3.5,4.4,0.795,4.1,1.2,0.2,16.9,0.8,3.1,3.9,2.8,1,0,0,1
10732,81,245,101,59,23.0,4.0,7.4,0.541,4.0,7.4,0.541,0.0,0.0,0.541,1.9,2.7,0.69,0.7,0.7,1.0,10.0,2.6,5.5,8.0,1.7,1,0,1,0
10736,75,222,32,32,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.433,7.2,8.7,0.8340000000000001,2.4,1.3,0.6,20.9,0.7,2.5,3.3,3.6,1,0,0,1
10788,74,200,140,124,32.8,6.8,14.9,0.457,4.0,8.1,0.494,2.8,6.8,0.457,1.9,2.2,0.838,3.0,0.9,0.3,18.4,0.6,2.7,3.3,2.2,1,0,0,1
10844,79,225,128,109,26.1,4.7,8.8,0.527,4.1,7.4,0.557,0.6,1.5,0.527,3.1,3.9,0.809,1.6,0.8,0.3,13.0,1.6,3.6,5.2,2.2,1,0,1,0
10859,78,215,119,33,15.6,2.1,4.6,0.458,1.6,3.3,0.487,0.5,1.3,0.458,1.5,2.0,0.747,1.2,0.5,0.1,6.2,0.7,1.7,2.5,1.3,1,0,0,1
10862,78,220,140,102,25.4,4.4,10.2,0.4320000000000001,3.0,6.2,0.483,1.4,4.0,0.4320000000000001,3.2,4.6,0.691,1.4,0.8,0.2,13.4,2.1,3.7,5.8,1.4,1,0,0,1
10876,80,225,95,82,28.4,5.6,11.2,0.496,4.7,9.0,0.529,0.8,2.2,0.496,4.7,6.3,0.753,1.6,1.6,1.9,16.7,2.5,5.7,8.2,2.3,1,0,1,0
10898,80,210,72,29,21.9,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.486,2.2,3.5,0.6409999999999999,0.9,0.6,0.5,7.5,1.7,2.9,4.7,0.9,1,0,1,0
10899,77,203,119,117,36.4,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.436,3.8,4.8,0.79,5.8,1.5,0.3,14.6,0.4,2.5,2.9,2.2,1,0,0,1
10940,84,270,113,68,20.9,3.8,7.0,0.55,3.8,7.0,0.55,0.0,0.0,0.55,2.1,3.6,0.595,1.3,0.4,1.2,9.8,2.5,4.5,7.0,1.6,1,1,0,0
11014,77,210,145,39,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.455,1.4,1.6,0.845,1.8,1.1,1.1,9.4,1.4,2.7,4.1,1.4,1,0,1,0
11021,79,210,123,117,31.2,5.0,11.0,0.452,3.8,7.5,0.5,1.2,3.5,0.452,3.1,4.3,0.736,2.2,1.4,0.6,14.3,2.0,4.2,6.2,2.8,1,0,0,1
11027,79,230,145,66,25.0,3.7,8.0,0.467,3.1,6.3,0.496,0.6,1.7,0.467,2.3,3.4,0.687,2.9,1.2,0.8,10.5,2.0,5.6,7.6,1.9,1,0,1,0
11030,75,185,129,89,28.3,4.6,10.5,0.4370000000000001,3.5,7.3,0.48,1.1,3.2,0.4370000000000001,3.2,4.0,0.804,2.5,1.2,0.2,13.5,0.5,2.1,2.6,1.4,1,0,0,1
11037,80,240,123,114,27.2,5.0,9.6,0.519,5.0,9.5,0.524,0.0,0.1,0.519,3.5,4.9,0.711,1.2,1.0,1.7,13.5,3.0,4.4,7.4,2.5,1,0,1,0
11041,81,235,102,102,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.488,2.7,3.9,0.7,3.1,0.9,1.2,13.1,2.1,4.4,6.5,2.5,1,0,1,0
11094,72,177,111,79,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.401,3.2,3.7,0.857,3.6,1.1,0.1,10.6,0.3,1.9,2.2,2.5,1,0,0,1
11106,78,210,91,62,25.1,3.7,7.1,0.522,3.5,6.4,0.5529999999999999,0.2,0.7,0.522,2.2,3.2,0.6729999999999999,1.4,0.5,1.3,9.8,1.9,3.2,5.1,1.5,1,0,1,0
11118,83,226,35,35,35.8,6.2,14.9,0.418,3.7,7.4,0.4920000000000001,2.6,7.5,0.418,2.7,3.8,0.7070000000000001,2.0,1.3,1.6,17.7,1.7,5.5,7.2,2.6,1,0,1,0
11127,76,208,104,58,24.7,2.5,6.1,0.409,1.5,3.1,0.4970000000000001,0.9,3.0,0.409,1.1,1.6,0.726,3.1,2.0,0.3,7.0,0.9,2.5,3.4,2.1,1,0,0,1
11191,82,251,68,63,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.618,4.5,7.7,0.589,2.1,1.1,1.0,18.8,3.6,8.3,11.8,2.8,1,0,1,0
11204,82,220,30,30,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.429,2.7,3.6,0.7340000000000001,1.6,0.9,4.4,17.8,3.1,7.6,10.8,2.2,1,0,1,0
11232,79,238,129,78,22.3,2.3,4.9,0.468,2.2,4.5,0.493,0.1,0.5,0.468,1.9,2.6,0.721,1.0,0.9,0.8,6.6,1.7,3.0,4.8,1.4,1,0,1,0
11396,75,195,129,79,26.6,3.2,7.4,0.43,2.5,5.5,0.461,0.7,1.9,0.43,2.5,3.4,0.737,3.3,1.1,0.1,9.6,0.7,3.1,3.8,2.1,1,0,0,1
11502,78,220,117,115,31.2,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.504,2.4,3.7,0.643,2.1,0.6,0.6,14.1,2.0,3.1,5.1,2.0,1,0,0,1
11503,78,220,71,14,18.1,3.1,8.0,0.388,1.3,2.9,0.458,1.8,5.1,0.388,2.0,2.5,0.8,1.0,0.8,0.3,10.0,1.3,1.9,3.2,0.9,1,0,0,1
11583,80,230,117,110,31.9,3.6,7.4,0.484,2.7,5.1,0.532,0.9,2.3,0.484,2.4,3.1,0.77,1.8,1.0,0.4,10.4,3.1,4.8,7.9,1.3,1,0,1,0
11584,75,205,60,58,32.8,4.6,10.4,0.44,3.3,6.6,0.496,1.3,3.8,0.44,2.9,3.8,0.7509999999999999,1.9,1.5,0.4,13.3,1.4,2.1,3.5,1.9,1,0,0,1
11585,72,175,27,14,22.4,3.0,7.6,0.388,0.6,1.8,0.327,2.4,5.8,0.388,1.3,1.4,0.919,0.7,0.9,0.0,9.6,0.3,0.9,1.2,0.8,1,0,0,1
11640,79,190,71,71,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.384,2.0,2.6,0.772,4.2,1.0,0.4,11.7,1.0,7.3,8.3,2.3,1,0,0,1
11654,78,205,93,38,14.8,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.425,0.7,1.0,0.753,0.5,0.3,0.3,4.3,0.5,0.9,1.4,0.7,1,0,1,0
11655,79,220,70,36,26.2,5.2,12.2,0.43,3.1,6.6,0.475,2.1,5.6,0.43,1.9,2.7,0.71,1.8,0.8,0.5,14.5,1.5,4.2,5.7,1.8,1,0,0,1
11656,84,260,96,81,21.8,3.0,5.6,0.535,3.0,5.5,0.542,0.0,0.1,0.535,1.8,2.5,0.741,0.5,0.4,1.0,7.9,2.4,2.8,5.2,1.1,1,1,0,0
