,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers
23278,Dominic Proctor,6-6,180,Guard,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23279,Jahaad Proctor,6-3,215,Guard,88,59,26.8,4.7,10.4,.451,3.3,6.2,.525,1.4,4.2,.451,2.5,3.3,.767,2.4,0.9,0.2,13.4,0.6,2.5,3.1,1.7
23280,Mike Proctor,6-8,225,Forward,118,71,21.2,2.7,5.3,.510,2.7,5.2,.518,0.0,0.1,.510,1.6,2.6,.638,1.1,0.7,0.4,7.0,1.8,3.8,5.6,1.5
23281,Steve Proctor,6-4,200,Guard,42,21,21.9,3.0,7.2,.414,1.5,3.5,.438,1.5,3.7,.414,1.9,2.6,.734,1.0,0.9,0.2,9.3,0.7,2.0,2.7,1.5
23282,Milan Prodanovic,6-2,180,Guard,122,84,26.0,2.2,6.3,.352,0.9,2.3,.386,1.4,4.1,.352,0.9,1.2,.776,1.2,0.9,0.1,6.7,0.5,1.9,2.4,1.3
23283,Zach Proett,6-10,240,Center,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23284,Steve Profeta,6-5,180,Guard,104,7,13.5,1.0,3.1,.333,0.4,1.0,.386,0.7,2.1,.333,0.6,0.8,.738,0.8,0.5,0.2,3.3,0.5,1.2,1.7,0.7
23285,Ty Proffitt,6-4,190,Guard,99,75,25.2,2.2,5.5,.397,0.9,2.3,.417,1.3,3.3,.397,1.2,1.5,.811,1.6,0.6,0.0,6.8,0.4,1.3,1.7,1.1
23286,Jeffrey Prophete,6-2,185,Guard,13,0,5.0,0.1,0.6,.125,0.1,0.5,.167,0.0,0.2,.125,0.1,0.2,.500,0.5,0.2,0.0,0.2,0.0,0.3,0.3,0.6
23287,Jeff Prosdocimo,5-10,175,Guard,4,0,,0.8,1.5,.500,0.3,0.3,1.000,0.5,1.3,.500,0.0,0.3,.000,0.3,0.0,0.0,2.0,0.0,0.3,0.3,0.3
23288,Jordan Prosser,6-8,245,Center,124,67,21.0,2.3,4.6,.493,2.3,4.6,.493,0.0,0.0,.493,1.0,1.7,.592,0.3,0.3,0.2,5.5,1.7,3.0,4.7,0.9
23289,Lamont Prosser,6-8,275,Center,22,0,7.0,0.6,1.2,.538,0.6,1.2,.538,0.0,0.0,.538,0.5,0.9,.500,0.2,0.1,0.3,1.7,0.5,1.3,1.8,0.7
23290,Chris Prothro,6-5,220,Forward,76,9,11.7,1.0,2.9,.344,0.6,1.5,.389,0.4,1.4,.344,0.6,1.0,.566,0.4,0.4,0.0,2.9,0.5,1.1,1.5,0.9
23291,Ian Proulx,6-1,185,Guard,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23292,Rashad Provitt,6-7,205,Forward,50,26,20.2,1.7,4.5,.371,1.1,2.4,.446,0.6,2.1,.371,1.3,2.4,.525,1.0,0.4,0.5,5.2,0.9,3.1,4.0,1.6
23293,Nevell Provo,6-0,180,Guard,59,4,8.5,0.4,1.7,.255,0.2,0.5,.344,0.3,1.2,.255,0.1,0.1,.625,0.6,0.3,0.0,1.2,0.1,0.5,0.6,0.5
23294,Blake Provost,5-10,170,Guard,25,1,5.8,0.2,0.8,.211,0.1,0.2,.333,0.1,0.5,.211,0.1,0.2,.750,0.2,0.3,0.0,0.5,0.0,0.4,0.4,0.4
23295,Brandon Provost,6-3,189,Guard,110,95,28.1,3.4,7.8,.433,1.3,3.0,.412,2.1,4.7,.433,2.5,3.1,.803,1.7,0.8,0.3,11.4,0.3,2.8,3.1,1.7
23296,Quan Prowell,6-8,215,Forward,85,43,27.4,4.8,9.0,.531,3.5,5.7,.604,1.3,3.3,.531,1.8,2.5,.718,1.1,1.1,0.7,12.8,1.5,3.9,5.4,1.9
23297,Peter Prowitt,6-10,245,Center,82,6,8.9,0.6,1.3,.491,0.6,1.3,.491,0.0,0.0,.491,0.9,1.3,.682,0.3,0.1,0.5,2.2,0.7,0.9,1.6,0.5
23298,Shawn Prudhomme,6-4,215,Forward,68,33,26.3,5.0,11.0,.452,3.2,6.2,.515,1.8,4.8,.452,1.7,2.3,.765,0.9,0.9,0.8,13.5,1.2,3.4,4.6,1.4
23299,Brian Pruitt,6-5,225,Forward,21,1,10.8,1.4,3.1,.462,1.0,2.0,.524,0.4,1.1,.462,0.7,1.1,.609,0.4,0.2,0.4,3.9,0.7,1.4,2.1,0.5
23300,Carl Pruitt,6-6,215,Guard,12,6,30.6,2.5,6.3,.400,1.8,3.8,.489,0.7,2.5,.400,1.6,2.3,.704,0.8,0.8,0.4,7.3,1.9,2.7,3.3,3.0
23301,Gabe Pruitt,6-4,170,Guard,80,70,32.4,4.5,10.2,.438,2.2,4.5,.496,2.2,5.7,.438,2.6,3.3,.778,3.5,2.0,0.2,13.8,0.6,2.5,3.1,2.4
23302,Jelani Pruitt,6-5,185,Guard,30,1,15.6,2.6,6.1,.426,2.4,5.3,.447,0.2,0.8,.426,1.1,2.1,.531,0.8,0.5,0.1,6.6,1.4,2.4,3.9,1.6
23303,Nigel Pruitt,6-7,180,Forward,116,62,21.1,2.6,6.8,.385,1.3,3.0,.447,1.3,3.8,.385,1.6,2.2,.746,0.9,0.9,0.3,8.2,0.9,2.1,3.0,1.4
23304,Shaun Pruitt,6-10,245,Center,123,101,21.0,3.4,6.2,.547,3.4,6.2,.547,0.0,0.0,.547,1.8,3.3,.530,0.4,0.3,0.4,8.6,2.4,3.3,5.7,1.5
23305,Steven Pruitt,6-0,180,Guard,4,0,1.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.3,0.5,.500,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
23306,Grant Prusator,6-0,171,Guard,56,1,6.4,0.7,1.8,.366,0.1,0.2,.300,0.6,1.6,.366,0.1,0.3,.500,0.2,0.1,0.0,2.1,0.1,0.4,0.5,0.1
23307,Greg Pryor,6-1,195,Guard,126,123,26.7,2.8,7.0,.405,1.7,3.5,.475,1.2,3.5,.405,2.7,3.5,.776,2.7,1.3,0.1,9.5,0.5,1.8,2.3,2.0
23308,Quenton Pryor,6-4,170,Forward,55,50,30.0,4.0,8.6,.464,2.6,4.8,.530,1.4,3.8,.464,1.6,2.3,.701,2.4,1.3,0.5,11.1,1.2,2.9,4.2,1.7
23309,Rodney Pryor,6-5,205,Guard,96,84,31.3,6.2,13.2,.465,3.9,7.4,.532,2.2,5.9,.465,2.6,3.3,.793,1.6,1.1,0.6,17.1,1.3,4.5,5.8,2.0
23310,Ryan Pryor,6-2,170,Guard,40,1,4.6,0.3,1.0,.282,0.1,0.3,.385,0.2,0.7,.282,0.2,0.3,.600,0.5,0.2,0.0,0.9,0.1,0.3,0.3,0.5
23311,David Przybyszewski,7-2,261,Center,128,52,16.8,2.3,5.3,.437,1.3,2.7,.476,1.0,2.6,.437,0.6,0.9,.709,0.8,0.4,0.6,6.3,0.9,2.2,3.1,1.0
23312,Markos Psimitis,6-5,195,Guard,19,0,1.6,0.1,0.4,.286,0.0,0.1,.000,0.1,0.3,.286,0.1,0.3,.333,0.1,0.0,0.0,0.4,0.2,0.0,0.2,0.1
23313,Robby Ptacek,6-3,210,Guard,112,101,33.0,4.6,11.2,.407,3.5,8.0,.438,1.0,3.2,.407,3.5,3.9,.887,2.0,0.9,0.1,13.7,0.7,2.7,3.4,2.6
23314,Tyler Ptacek,6-3,175,Guard,22,0,6.9,0.5,1.6,.306,0.0,0.4,.000,0.5,1.2,.306,0.3,0.3,1.000,0.2,0.0,0.0,1.8,0.3,0.2,0.5,0.4
23315,Joey Ptasinski,6-3,177,Guard,119,70,28.7,3.2,7.1,.458,1.1,2.2,.523,2.1,4.9,.458,0.7,0.9,.807,1.7,0.9,0.1,9.3,0.3,2.1,2.4,1.0
23316,Zach Puchtel,6-6,250,Forward,23,14,16.2,0.9,1.7,.553,0.9,1.7,.553,0.0,0.0,.553,0.6,0.9,.619,0.7,0.7,0.2,2.4,1.6,1.7,3.3,0.5
23317,Daniel Puckett,6-7,200,Forward,121,61,19.3,2.0,5.2,.392,1.7,3.8,.432,0.4,1.4,.392,1.0,1.7,.614,1.2,0.7,0.5,5.5,0.9,2.6,3.5,1.5
23318,Travis Puckett,6-0,170,Guard,5,1,6.0,0.0,1.0,.000,0.0,0.6,.000,0.0,0.4,.000,0.0,0.2,.000,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.4
23319,Willie Puckett,6-5,210,Forward,39,0,8.2,0.7,1.8,.377,0.5,1.3,.412,0.1,0.5,.377,0.5,0.8,.600,0.4,0.3,0.2,1.9,0.8,1.0,1.2,0.5
23320,Danny Puente,6-0,180,Guard,89,5,9.5,0.8,2.1,.389,0.2,0.6,.333,0.6,1.5,.389,0.3,0.3,.935,1.2,0.4,0.0,2.6,0.1,0.3,0.5,0.7
23321,Alphonso Pugh,6-6,240,Forward,110,26,23.5,3.8,7.3,.526,3.4,6.0,.564,0.5,1.3,.526,2.2,3.5,.648,1.0,0.6,0.3,10.4,1.8,3.0,4.8,1.8
23322,Anthony Pugh,5-8,150,Guard,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23323,Chris Pugh,6-2,170,Guard,116,106,29.3,2.1,5.7,.363,1.2,3.1,.385,0.9,2.6,.363,1.2,1.5,.758,2.3,1.1,0.1,6.2,0.5,2.3,2.8,1.3
23324,Cole Pugh,6-3,170,Forward,4,0,1.0,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.333,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
23325,Jameel Pugh,6-5,225,Forward,81,34,17.7,3.1,7.9,.397,2.1,5.0,.429,1.0,3.0,.397,1.6,2.5,.626,0.7,1.0,0.1,8.9,1.4,2.1,3.5,1.4
23326,Jarvis Pugh,6-6,205,Forward-Guard,91,35,18.8,1.7,3.6,.455,1.3,2.6,.511,0.4,1.1,.455,0.6,1.1,.558,1.0,0.6,0.2,4.3,1.0,2.4,3.4,0.8
23327,Jaylon Pugh,6-0,167,Guard,15,0,6.9,0.8,1.7,.480,0.1,0.3,.400,0.7,1.3,.480,0.3,0.4,.833,0.4,0.2,0.0,2.6,0.3,0.9,1.3,0.3
23328,Kodye Pugh,6-8,205,Forward,38,1,6.3,0.6,1.4,.442,0.5,0.9,.559,0.1,0.5,.442,0.3,0.5,.550,0.4,0.1,0.0,1.6,0.3,0.4,0.7,0.7
23329,Malik Pugh,6-1,165,Guard,55,4,8.4,1.0,2.3,.433,0.8,1.5,.518,0.2,0.8,.433,0.5,1.1,.517,1.1,0.3,0.0,2.7,0.1,0.5,0.6,1.0
23330,Quasim Pugh,5-11,175,Guard,51,1,7.6,0.5,1.5,.295,0.4,1.0,.346,0.1,0.5,.295,0.7,0.9,.729,0.8,0.3,0.0,1.7,0.1,0.8,0.9,0.7
23331,William Pugh,6-3,195,Guard,34,1,12.4,1.4,4.2,.319,0.9,2.2,.387,0.5,2.0,.319,0.9,1.0,.829,0.8,0.8,0.0,4.1,0.6,1.5,2.1,0.7
23332,Elijah Pughsley,6-1,175,Guard,54,10,20.1,2.3,7.8,.299,0.6,2.5,.263,1.7,5.3,.299,1.5,2.1,.699,1.5,0.6,0.0,7.8,0.3,1.6,1.9,2.2
23333,John Puk,6-10,235,Center,132,97,21.6,1.6,3.6,.461,1.6,3.6,.461,0.0,0.0,.461,0.9,1.2,.704,0.5,0.2,0.8,4.2,1.1,2.7,3.8,1.1
23334,Robert Puleikis,6-10,221,Center,9,0,2.6,0.6,0.7,.833,0.6,0.7,.833,0.0,0.0,.833,0.2,0.6,.400,0.0,0.1,0.0,1.3,0.3,0.2,0.6,0.0
23335,Ridas Pulkauninkas,6-6,205,Guard,27,0,7.4,0.6,1.7,.333,0.3,0.4,.636,0.3,1.3,.333,0.3,0.4,.667,0.3,0.2,0.0,1.7,0.3,0.6,0.9,0.3
23336,Jacob Pullen,6-0,200,Guard,135,115,29.5,4.8,11.9,.408,2.6,5.7,.459,2.2,6.1,.408,3.9,5.1,.770,3.4,1.6,0.1,15.8,0.5,1.9,2.4,2.6
23337,Randy Pulley,6-2,213,Guard,42,11,19.0,1.4,3.6,.373,1.3,3.0,.421,0.1,0.6,.373,1.3,2.0,.643,2.3,0.5,0.0,4.1,0.2,1.3,1.5,1.6
23338,Dillon Pulliam,6-3,180,Guard,11,0,1.0,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,.000,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1
23339,Dusty Pullian,6-8,215,Forward,60,31,26.1,3.0,4.5,.653,2.9,4.5,.657,0.0,0.1,.653,1.5,2.1,.722,0.5,0.3,0.5,7.4,2.8,3.8,6.6,1.1
23340,Eric Puls,6-10,225,Forward,13,0,2.0,0.4,0.7,.556,0.2,0.3,.500,0.2,0.4,.556,0.0,0.0,,0.0,0.0,0.2,1.0,0.2,0.1,0.2,0.1
23341,Gerad Punch,6-4,200,Forward,108,31,18.4,1.9,4.0,.477,1.4,2.5,.570,0.5,1.5,.477,0.8,1.2,.680,1.1,0.7,0.2,5.1,1.3,2.6,3.9,1.4
23342,Kevin Punter,6-4,180,Guard,58,57,32.4,5.0,11.2,.443,3.2,6.4,.504,1.7,4.8,.443,3.9,5.1,.776,2.6,1.5,0.2,15.6,0.3,2.4,2.7,2.1
23343,Makur Puou,6-9,228,Forward,65,58,25.9,2.9,5.7,.512,2.9,5.7,.515,0.0,0.0,.512,1.4,2.1,.633,1.0,0.5,1.0,7.2,1.7,3.4,5.1,1.7
23344,Tom Pupavac,6-10,220,Center,25,0,4.0,0.4,0.7,.500,0.4,0.6,.600,0.0,0.1,.500,0.2,0.3,.500,0.2,0.0,0.2,0.9,0.4,0.4,0.8,0.3
23345,Jack Purchase,6-9,210,Forward,98,69,27.5,2.9,7.1,.411,0.9,1.5,.590,2.1,5.7,.411,1.0,1.3,.783,2.0,0.5,0.5,8.9,0.7,4.1,4.8,1.3
23346,Mitch Purgason,5-8,170,Guard,3,0,2.0,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7
23347,Carson Puriefoy,6-0,175,Guard,132,83,27.7,3.7,9.4,.398,2.3,5.6,.417,1.4,3.8,.398,3.0,3.9,.770,2.6,1.1,0.2,11.9,0.5,2.2,2.7,2.2
23348,Danjel Purifoy,6-7,230,Forward,57,26,20.6,2.4,5.9,.400,1.0,2.1,.462,1.4,3.8,.400,1.6,1.8,.856,1.2,1.0,0.1,7.6,0.8,2.6,3.4,0.9
23349,Preston Purifoy,6-5,220,Forward,119,37,17.5,1.8,4.3,.413,0.8,1.7,.473,1.0,2.6,.413,1.2,1.4,.837,0.6,0.4,0.2,5.7,0.7,1.3,1.9,0.7
23350,Allan Purnell,6-4,205,Guard,40,4,5.4,0.4,1.2,.306,0.3,0.8,.367,0.1,0.5,.306,0.1,0.3,.455,0.2,0.1,0.0,1.0,0.3,0.5,0.8,0.3
23351,P.J. Purnell,6-2,175,Guard,3,0,2.7,0.7,1.3,.500,0.7,0.7,1.000,0.0,0.7,.500,0.3,0.3,1.000,0.3,0.3,0.0,1.7,0.0,0.3,0.3,0.0
23352,Spence Purnell,6-2,190,Guard,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,2.0,2.0,1.000,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
23353,DeJuan Pursley,6-9,215,Forward,50,11,16.3,1.4,2.9,.483,1.4,2.9,.483,0.0,0.0,.483,0.5,1.2,.377,0.4,0.2,0.8,3.3,0.9,2.2,3.1,1.3
23354,Bryant Purvis,6-7,215,Guard,28,18,20.1,1.2,4.6,.254,1.0,3.0,.321,0.2,1.6,.254,0.8,1.2,.667,0.5,0.3,0.1,3.4,0.8,2.4,3.3,1.5
23355,Jeremy Purvis,5-10,150,Guard,43,21,19.3,1.0,2.8,.336,0.2,0.6,.308,0.8,2.2,.336,0.5,0.7,.700,2.0,0.8,0.1,3.2,0.2,1.3,1.5,0.8
23356,Rodney Purvis,6-4,205,Guard,137,100,29.9,4.1,10.0,.416,2.5,5.3,.461,1.7,4.6,.416,1.6,2.6,.638,1.8,0.8,0.1,11.6,0.5,2.5,3.0,1.7
23357,Kevin Puryear,6-7,238,Forward,128,119,25.7,3.3,7.7,.432,2.8,6.0,.466,0.5,1.7,.432,2.5,3.2,.792,0.8,0.4,0.2,9.7,1.5,3.4,4.9,1.5
23358,Andrew Pusar,6-2,200,Guard,96,80,20.0,2.5,4.6,.540,2.1,3.4,.599,0.4,1.2,.540,0.5,1.0,.520,1.1,0.5,0.1,5.9,1.2,1.1,2.3,1.4
23359,Vasa Pusica,6-5,210,Guard,121,75,27.5,3.9,8.3,.471,2.5,4.7,.529,1.4,3.6,.471,2.8,3.5,.801,3.3,0.9,0.1,12.0,0.4,2.9,3.4,2.3
23360,Raphiael Putney,6-9,185,Forward,131,86,21.3,2.9,6.6,.447,2.0,3.7,.548,0.9,2.9,.447,1.0,1.3,.744,1.2,0.7,1.2,7.8,1.1,3.7,4.8,1.6
23361,Brandon Pye,6-0,175,Guard,126,90,24.2,2.6,6.3,.409,1.1,2.7,.420,1.4,3.6,.409,0.7,0.9,.786,0.8,0.7,0.0,7.3,0.2,1.0,1.2,0.7
23362,Ben Pyle,6-7,185,Forward,30,29,27.7,2.8,7.1,.393,1.2,2.9,.430,1.6,4.3,.393,1.3,1.7,.800,1.7,0.9,0.0,8.5,0.5,3.3,3.8,1.2
23363,James Pyle,6-3,175,Guard,38,1,1.7,0.1,0.4,.286,0.1,0.2,.500,0.0,0.2,.286,0.0,0.1,.000,0.1,0.0,0.0,0.2,0.1,0.1,0.2,0.1
23364,Imad Qahwash,6-2,180,Guard,29,6,22.9,3.8,9.1,.419,2.7,5.8,.462,1.1,3.3,.419,3.8,5.5,.686,1.7,1.1,0.0,12.6,1.2,1.6,2.8,2.9
23365,Rasheed Quadri,6-3,180,Guard,100,41,21.2,1.7,4.3,.385,1.1,2.6,.420,0.6,1.7,.385,0.5,0.9,.554,1.1,0.7,0.1,4.4,1.1,1.5,2.6,1.0
23366,Haminn Quaintance,6-8,220,Forward,119,104,28.1,4.4,8.1,.545,4.3,7.7,.559,0.1,0.4,.545,2.5,4.0,.614,2.5,1.8,2.2,11.4,2.6,5.0,7.6,2.9
23367,Robert Quaintance,6-4,185,Guard,31,31,35.3,2.3,5.4,.423,0.7,1.3,.564,1.6,4.2,.423,0.8,1.0,.781,5.6,2.5,0.2,7.0,0.3,2.4,2.7,4.1
23368,Donald Qualls,5-7,155,Guard,102,69,27.3,3.4,9.3,.368,1.4,3.6,.395,2.0,5.6,.368,2.0,2.6,.794,1.8,1.0,0.0,10.8,0.4,1.6,2.0,1.9
23369,Michael Qualls,6-6,210,Guard,100,56,23.8,3.6,8.5,.428,2.6,5.4,.484,1.0,3.1,.428,2.7,3.7,.723,1.5,0.9,0.6,11.0,1.4,3.0,4.5,1.3
23370,Daryus Quarles,6-6,186,Forward,117,68,15.8,1.4,4.1,.345,0.9,2.4,.390,0.5,1.6,.345,0.5,0.7,.609,0.6,0.2,0.2,3.7,0.4,1.4,1.9,0.6
23371,Domnique Quarles,6-0,170,Guard,4,0,4.0,1.3,2.3,.556,1.0,1.8,.571,0.3,0.5,.556,0.0,0.0,,0.3,0.5,0.0,2.8,0.5,0.3,0.8,0.0
23372,Tracey Quarles,6-4,185,Guard,8,0,2.1,0.4,0.8,.500,0.4,0.6,.600,0.0,0.1,.500,0.1,0.3,.500,0.6,0.1,0.1,0.9,0.4,0.3,0.6,0.4
23373,Tim Quarterman,6-6,187,Guard,99,44,24.9,2.7,6.9,.397,1.7,3.7,.471,1.0,3.2,.397,1.9,2.9,.660,3.1,1.0,0.4,8.4,1.2,2.7,3.9,1.7
23374,Chris Quayle,6-5,190,Guard,64,11,14.3,0.9,2.3,.392,0.4,0.9,.455,0.5,1.5,.392,0.3,0.3,.762,0.8,0.2,0.1,2.6,0.2,1.6,1.8,0.6
23375,Jared Quayle,6-1,180,Guard,70,68,31.0,4.2,9.6,.438,2.4,5.1,.466,1.8,4.5,.438,2.5,3.1,.822,3.9,1.3,0.1,12.7,1.4,4.7,6.1,1.7
23376,Jaleel Queary,6-2,200,Guard,50,36,19.6,1.4,3.4,.421,1.4,3.3,.428,0.0,0.1,.421,0.7,1.7,.435,1.3,0.5,0.2,3.6,0.9,1.5,2.4,1.5
23377,Andrew Queen,6-8,247,Forward,53,3,10.7,0.8,1.9,.436,0.7,1.5,.475,0.1,0.4,.436,0.8,1.2,.689,0.4,0.4,0.1,2.6,0.9,0.9,1.8,0.8
23378,Avery Queen,5-7,165,Guard,57,33,24.8,1.8,5.1,.356,1.1,2.4,.441,0.8,2.7,.356,0.4,0.9,.490,3.7,0.8,0.0,4.8,0.5,1.7,2.2,2.1
23379,Brandon Queen,6-8,210,Forward,29,3,12.2,0.9,1.9,.491,0.9,1.7,.520,0.0,0.2,.491,0.4,0.8,.542,0.3,0.2,0.0,2.3,0.7,1.5,2.2,0.6
23380,Trevelin Queen,6-6,185,Guard,25,0,15.2,3.0,6.3,.475,1.9,3.1,.603,1.1,3.2,.475,0.6,1.0,.615,1.7,1.0,0.8,7.8,1.3,1.6,2.9,0.7
23381,Tyson Queen,6-5,220,Center,31,0,4.0,0.3,0.7,.364,0.2,0.5,.412,0.0,0.2,.364,0.3,0.5,.533,0.0,0.1,0.0,0.8,0.3,0.5,0.7,0.2
23382,Mike Queenan,6-6,205,Forward,104,43,16.1,1.4,3.4,.402,1.2,2.6,.446,0.2,0.8,.402,0.5,1.0,.539,0.8,0.4,0.1,3.5,1.3,1.9,3.2,1.1
23383,Neemias Queta,6-11,225,Center,35,35,27.1,4.8,7.8,.614,4.7,7.6,.618,0.1,0.1,.614,2.2,3.9,.565,1.6,0.7,2.4,11.8,2.5,6.4,8.9,2.3
23384,Manny Quezada,6-2,185,Guard,111,61,23.5,3.5,8.2,.426,2.4,5.1,.469,1.1,3.1,.426,2.4,3.0,.802,2.9,1.0,0.1,10.5,0.6,2.1,2.7,2.7
23385,Imad Quhwash,6-2,185,Guard,79,24,14.7,1.0,2.4,.399,0.9,2.1,.448,0.1,0.4,.399,1.8,2.7,.662,1.5,0.6,0.0,3.8,0.7,1.9,2.6,1.5
23386,Adam Quick,6-2,175,Guard,114,110,33.5,2.6,6.5,.400,1.2,2.6,.483,1.4,4.0,.400,1.5,1.9,.826,4.6,1.0,0.0,8.1,0.4,2.2,2.7,2.5
23387,Austin Quick,6-3,180,Guard,119,29,17.4,1.3,3.7,.359,0.7,1.5,.439,0.7,2.2,.359,0.7,1.0,.686,1.7,0.8,0.1,4.0,0.3,1.5,1.8,1.4
23388,Gregory Quick,6-8,220,Forward,27,0,,0.8,1.3,.629,0.8,1.3,.629,0.0,0.0,.629,0.7,1.4,.486,0.1,0.1,0.3,2.3,0.6,1.0,1.6,0.3
23389,Landon Quick,6-1,175,Guard,122,58,21.0,1.9,4.1,.451,1.7,3.5,.482,0.2,0.7,.451,1.6,2.4,.663,3.1,1.1,0.0,5.5,0.6,1.8,2.4,2.3
23390,Nick Quick,6-0,160,Guard,23,0,2.3,0.3,1.0,.318,0.1,0.3,.286,0.2,0.7,.318,0.1,0.1,.667,0.1,0.1,0.0,0.9,0.1,0.1,0.2,0.2
23391,Immanuel Quickley,6-3,185,Guard,37,7,18.5,1.5,4.0,.372,0.7,1.6,.410,0.8,2.4,.372,1.4,1.7,.828,1.2,0.4,0.0,5.2,0.1,1.7,1.8,0.9
23392,Joey Quigley,6-8,210,Forward,57,9,8.6,0.6,1.8,.327,0.5,1.4,.341,0.1,0.3,.327,0.4,0.7,.571,0.3,0.3,0.4,1.7,0.5,1.1,1.6,0.4
23393,Ryan Quigtar,5-11,180,Guard,21,1,1.5,0.1,0.4,.333,0.1,0.3,.333,0.0,0.1,.333,0.1,0.3,.500,0.2,0.0,0.0,0.5,0.1,0.0,0.1,0.1
23394,Jahvon Quinerly,6-1,175,Guard,25,0,9.1,1.1,3.3,.337,0.6,1.4,.457,0.5,1.9,.337,0.4,0.6,.733,0.9,0.2,0.0,3.2,0.1,0.7,0.8,0.8
23395,Derek Quinet,6-9,250,Center,22,6,13.2,1.0,2.0,.523,1.0,2.0,.535,0.0,0.0,.523,0.3,0.5,.583,0.2,0.1,0.0,2.4,0.7,1.1,1.8,0.5
23396,Zeke Quinlan,6-7,220,Forward,25,0,7.2,0.2,1.3,.188,0.2,1.2,.200,0.0,0.1,.188,0.6,1.0,.538,0.4,0.2,0.1,1.0,0.4,1.5,1.8,0.7
23397,Aqeel Quinn,6-3,200,Guard,120,38,19.0,2.1,5.7,.366,1.1,2.8,.387,1.0,2.9,.366,1.3,1.7,.759,1.4,0.7,0.1,6.4,0.4,1.6,2.0,1.2
23398,Chris Quinn,6-2,185,Guard,123,82,31.0,4.0,8.9,.446,2.0,4.3,.478,1.9,4.7,.446,1.9,2.3,.825,3.5,1.3,0.1,11.8,0.6,2.1,2.7,1.3
23399,Dakota Quinn,6-9,215,Forward,27,0,7.6,1.2,2.1,.552,1.2,2.1,.571,0.0,0.1,.552,0.3,0.6,.467,0.1,0.2,0.6,2.6,0.4,1.4,1.8,0.5
23400,Dan Quinn,6-5,230,Forward,26,0,3.2,0.5,0.8,.600,0.4,0.7,.579,0.0,0.0,.600,0.2,0.3,.714,0.1,0.1,0.0,1.2,0.3,0.3,0.6,0.3
23401,Danny Quinn,6-6,230,Forward,26,1,7.3,0.4,1.1,.345,0.3,0.7,.421,0.1,0.4,.345,0.1,0.2,.400,0.3,0.0,0.1,0.9,0.7,0.7,1.4,0.2
23402,Diago Quinn,6-9,255,Center-Forward,136,51,15.1,2.0,3.9,.498,2.0,3.9,.499,0.0,0.0,.498,1.6,2.4,.682,0.1,0.2,0.6,5.5,1.5,2.3,3.8,0.9
23403,Grant Quinn,6-5,195,Guard,7,0,1.3,0.1,0.1,1.000,0.1,0.1,1.000,0.0,0.0,1.000,0.1,0.3,.500,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0
23404,Marcus Quinn,6-9,250,Center,59,31,27.2,3.5,6.3,.554,3.3,5.8,.573,0.1,0.4,.554,1.9,3.0,.636,0.3,0.4,0.9,9.0,1.8,3.4,5.1,1.4
23405,Matt Quinn,6-5,195,Forward,105,48,20.6,1.3,3.8,.332,0.6,1.5,.395,0.7,2.3,.332,1.2,1.6,.747,0.8,0.4,0.1,4.4,0.5,1.5,2.0,1.4
23406,Paddy Quinn,6-1,190,Guard,18,0,2.0,0.2,0.2,.750,0.2,0.2,1.000,0.0,0.1,.750,0.3,0.3,.833,0.1,0.1,0.0,0.6,0.1,0.1,0.2,0.1
23407,Pat Quinn,5-11,175,Guard,9,0,5.3,0.8,2.1,.368,0.3,1.1,.300,0.4,1.0,.368,0.1,0.3,.333,0.4,0.2,0.0,2.1,0.1,0.1,0.2,0.2
23408,Tyler Quinn,6-3,175,Guard,16,1,1.5,0.3,1.2,.211,0.3,0.9,.286,0.0,0.3,.211,0.1,0.2,.333,0.1,0.0,0.0,0.6,0.1,0.2,0.3,0.2
